Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,24063,BOWEN PK FORMAL GARDENS,1617,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.44909883,153.0292153,502887,6963821
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,24063,BOWEN PK FORMAL GARDENS,34592,TAP COMBINATION,Bubbler & Tap,-27.44886407,153.0293367,502899,6963847
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,24063,BOWEN PK FORMAL GARDENS,79343,TAP COMBINATION,Bubbler & Tap,-27.44818678,153.0302473,502989,6963922
CENTRAL,BOWEN HILLS,D1984,JEAYS STREET PARK,12336,BALANCE OF PARK,38056,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.44879023,153.0362079,503578,6963855
CENTRAL,BRISBANE,D0077,FOUNTAIN RESERVE,12597,BALANCE OF PARK,19360,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46600807,153.0301813,502982,6961948
CENTRAL,BRISBANE,D0082,ANZAC SQUARE,24044,SHRINE OF REMEMBRANCE,82580,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46648731,153.0264669,502615,6961895
CENTRAL,BRISBANE,D0082,ANZAC SQUARE,24044,SHRINE OF REMEMBRANCE,34586,BUBBLER/DRINKING FOUNTAIN,Bowl shaped Drinking Fountain,-27.46635186,153.026639,502632,6961910
CENTRAL,BRISBANE,D0092,KING EDWARD PARK,12634,KING EDWARD PK SCULPTURE PARK,70020,TAP COMBINATION,Bubbler & tap near chess pavement,-27.46579266,153.0236936,502341,6961972
CENTRAL,BRISBANE,D0092,KING EDWARD PARK,12634,KING EDWARD PK SCULPTURE PARK,70023,TAP COMBINATION,Bubbler & anti-vandal tap near Jacobs Ladder,-27.46586476,153.0243717,502408,6961964
CENTRAL,BRISBANE,D0094,EMMA MILLER PLACE,12543,ROMA ST FORUM,83970,TAP COMBINATION,Bubbler & 2 taps,-27.46702984,153.0215583,502130,6961835
CENTRAL,BRISBANE,D0094,EMMA MILLER PLACE,12543,ROMA ST FORUM,83677,TAP COMBINATION,Bubbler & 2 taps,-27.46710196,153.0222162,502195,6961827
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133888,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.47540653,153.0286757,502833,6960907
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,37218,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.47890034,153.0287474,502840,6960520
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133115,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.47728397,153.0304374,503007,6960699
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133295,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.47442208,153.0305378,503017,6961016
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,33636,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,-27.47607416,153.0307205,503035,6960833
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133974,TAP COMBINATION,Bubbler & 2 taps,-27.47611064,153.0289896,502864,6960829
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133366,TAP COMBINATION,Bubbler & 2 taps,-27.47642649,153.0296375,502928,6960794
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133576,TAP COMBINATION,Bubbler & 2 taps,-27.47312216,153.0300415,502968,6961160
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133003,TAP COMBINATION,Bubbler & Tap,-27.47574916,153.0306698,503030,6960869
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133002,TAP COMBINATION,Bubbler & Tap,-27.47564082,153.0307204,503035,6960881
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,132899,TAP COMBINATION,Bubbler & 2 taps,-27.47467471,153.0312262,503085,6960988
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12521,ORNAMENTAL PONDS,8250,TAP COMBINATION,Bubbler & Tap,-27.47462956,153.0312667,503089,6960993
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23308,BRISBANE RIVER STAGE,132676,TAP COMBINATION,Bubbler & 2 taps,-27.47895439,153.0293244,502897,6960514
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23803,RIVER WALK & BIKEWAY (BIDWILL AVE),38001,TAP COMBINATION,Bubbler & Tap,-27.47796992,153.0312474,503087,6960623
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23804,ALBERT ST (ALICE ST) ENTRANCE,133689,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.47358277,153.0291914,502884,6961109
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23805,THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK,130657,TAP COMBINATION,Bubbler & Tap,-27.47931555,153.0291322,502878,6960474
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23809,BOOKING SITE 1 MORNING STAR LAWN,134097,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.47501847,153.0279468,502761,6960950
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23810,RAINFOREST GARDEN,130752,TAP COMBINATION,Bubbler & 2 taps,-27.47734695,153.0314294,503105,6960692
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23815,BOOKING SITE 5 CIRCLE OF PALMS LAWN,130861,TAP COMBINATION,Bubbler & 2 taps,-27.47326645,153.0307501,503038,6961144
CENTRAL,BRISBANE,D0099,KING GEORGE SQUARE,12506,BALANCE OF PARK,84916,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46825724,153.0240079,502372,6961699
CENTRAL,BRISBANE,D0099,KING GEORGE SQUARE,12506,BALANCE OF PARK,33634,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.46812182,153.0240281,502374,6961714
CENTRAL,BRISBANE,D0099,KING GEORGE SQUARE,12506,BALANCE OF PARK,84903,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46847381,153.0246354,502434,6961675
CENTRAL,BRISBANE,D0101,CLARK LANE PARK,12503,BALANCE OF PARK,33631,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.46352517,153.0310915,503072,6962223
CENTRAL,BRISBANE,D0792,POST OFFICE SQUARE,12480,POST OFFICE SQUARE,33635,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.46734476,153.0275805,502725,6961800
CENTRAL,BRISBANE,D1784,ADMIRALTY TOWERS 11 PARK,12349,BALANCE OF PARK,33632,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.46432853,153.031699,503132,6962134
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),31562,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.45441705,153.0255026,502520,6963232
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),109590,TAP COMBINATION,Bubbler & 2 taps,-27.45393854,153.0256645,502536,6963285
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),109594,TAP COMBINATION,Bubbler & 2 taps,-27.45402875,153.026049,502574,6963275
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),33642,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.45069736,153.0263114,502600,6963644
CENTRAL,HERSTON,D0083,VICTORIA PARK,15421,GREGORY TCE PLAYGROUND (SPRING HILL),109432,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.45450741,153.0250877,502479,6963222
CENTRAL,HERSTON,D0083,VICTORIA PARK,15423,VICTORIA PK GOLF COURSE,109838,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.45587128,153.0212525,502100,6963071
CENTRAL,HERSTON,D0083,VICTORIA PARK,15423,VICTORIA PK GOLF COURSE,109839,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.45570872,153.0215662,502131,6963089
CENTRAL,HERSTON,D0083,VICTORIA PARK,15423,VICTORIA PK GOLF COURSE,109873,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.45103193,153.0233261,502305,6963607
CENTRAL,HERSTON,D0083,VICTORIA PARK,15426,BALANCE OF PARK,1321,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.45136579,153.0243584,502407,6963570
CENTRAL,HERSTON,D0083,VICTORIA PARK,24470,VICTORIA PK (GREGORY TCE) SHARED PATHWAY NETWORK,50865,TAP COMBINATION,Bubbler & 2 taps,-27.45757718,153.0236918,502341,6962882
CENTRAL,HERSTON,D0083,VICTORIA PARK,32224,GREGORY TCE ACCESS & CAR PARKING,25414,TAP COMBINATION,Bubbler & Tap,-27.45304436,153.0277894,502746,6963384
CENTRAL,HERSTON,D0103,GOULD ROAD PARK,25331,GOULD RD PICNIC AREA,16716,TAP COMBINATION,Bubbler & Tap,-27.44258215,153.0205011,502026,6964543
CENTRAL,KELVIN GROVE,D0175,E. E. MCCASKIE OVAL,15403,BALANCE OF PARK,35438,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.45405773,153.0122756,501213,6963272
CENTRAL,KELVIN GROVE,D2068,KUNDU PARK,15030,BALANCE OF PARK,180141,BUBBLER/DRINKING FOUNTAIN,NULL,-27.45318175,153.0149877,501481,6963369
CENTRAL,KELVIN GROVE,D2472,MAIDSTONE STREET PARK,29857,MAIDSTONE ST PICNIC AREA,111619,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.45471641,153.0158987,501571,6963199
CENTRAL,KELVIN GROVE,D2996,GREY GUMS PARK,26629,GREY GUMS PK PICNIC AREA,174847,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,-27.45159297,153.01351,501335,6963545
CENTRAL,NEW FARM,D0080,MERTHYR PARK,12578,MERTHYR PK PLAYGROUND,1167,BUBBLER/DRINKING FOUNTAIN,Fountain - Disabled Access,-27.47542035,153.0447393,504420,6960905
CENTRAL,NEW FARM,D0080,MERTHYR PARK,12580,MERTHYR PK SHARED PATHWAY,34580,TAP COMBINATION,Bubbler & Tap,-27.47535733,153.0441725,504364,6960912
CENTRAL,NEW FARM,D0089,WILSON OUTLOOK RESERVE,12559,BALANCE OF PARK,45727,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.4629455,153.0386111,503815,6962287
CENTRAL,NEW FARM,D0089,WILSON OUTLOOK RESERVE,12559,BALANCE OF PARK,118384,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46345092,153.0391477,503868,6962231
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12524,FIG TREE METROPOLITAN PLAYGROUND,179470,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),-27.46840297,153.0522971,505167,6961682
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12524,FIG TREE METROPOLITAN PLAYGROUND,179473,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),-27.46854738,153.0524085,505178,6961666
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12524,FIG TREE METROPOLITAN PLAYGROUND,179474,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),-27.46854734,153.0524996,505187,6961666
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12527,DIXON ST PLAYGROUND & HALF COURT,68592,TAP COMBINATION,Bubbler & 2 taps,-27.46806968,153.0502727,504967,6961719
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12531,MERTHYR CROQUET CLUB,145578,TAP COMBINATION,Bubbler & Tap,-27.4678977,153.0514872,505087,6961738
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12533,SYDNEY ST SOCCER FIELDS,161265,TAP COMBINATION,NULL,-27.46771794,153.0492807,504869,6961758
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12533,SYDNEY ST SOCCER FIELDS,178948,TAP COMBINATION,Bubbler & Tap,-27.46824089,153.0511635,505055,6961700
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12538,FIG TREE PLAYGROUND PICNIC AREA,31576,BUBBLER/DRINKING FOUNTAIN,Bubbler - single,-27.46843008,153.0522263,505160,6961679
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12538,FIG TREE PLAYGROUND PICNIC AREA,181085,BUBBLER/DRINKING FOUNTAIN,Bowl fountain TW001,-27.46867374,153.0524795,505185,6961652
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22843,FERRY PICNIC AREA,181073,BUBBLER/DRINKING FOUNTAIN,NULL,-27.471256,153.0518025,505118,6961366
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22843,FERRY PICNIC AREA,178949,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain 3 tiered,-27.47108446,153.0518328,505121,6961385
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22843,FERRY PICNIC AREA,181072,BUBBLER/DRINKING FOUNTAIN,NULL,-27.4710122,153.0519138,505129,6961393
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22849,BOOKING SITE NO 3 FERRY VIEW,144938,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,-27.47075969,153.0511748,505056,6961421
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,144728,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46897268,153.0497164,504912,6961619
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,31575,TAP COMBINATION,Bubbler & 2 taps,-27.46882816,153.0499087,504931,6961635
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,144924,TAP COMBINATION,Bubbler & 2 taps,-27.46978488,153.0506075,505000,6961529
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,70143,TAP COMBINATION,Bubbler & 2 taps,-27.47021811,153.0509113,505030,6961481
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,145529,TAP COMBINATION,Bubbler & 2 taps,-27.46880027,153.052105,505148,6961638
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,69720,TAP COMBINATION,Bubbler & Tap,-27.46881833,153.052105,505148,6961636
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,70141,TAP COMBINATION,Bubbler & Tap,-27.4686829,153.0521252,505150,6961651
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,70182,TAP COMBINATION,Bubbler & Tap,-27.4706058,153.0522982,505167,6961438
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,145348,TAP COMBINATION,Bubbler & 2 taps,-27.47000065,153.0530165,505238,6961505
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23132,SITE OF FORMER KIOSK & GARDENS,144755,TAP COMBINATION,Bubbler & 2 taps,-27.46841218,153.0518012,505118,6961681
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23133,POWERHOUSE PEDESTRIAN & BIKE ACCESS,31020,BUBBLER/DRINKING FOUNTAIN,Drinking fountain,-27.4693415,153.0532996,505266,6961578
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23135,RIVERVIEW PICNIC AREA,179471,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),-27.46991919,153.0535529,505291,6961514
CENTRAL,NEW FARM,D0095,NEW FARM PARK,32384,BRUNSWICK ST PEDESTRIAN ACCESS (CNR SYDNEY ST),70184,TAP COMBINATION,Bubbler & 2 taps,-27.46843138,153.0486433,504806,6961679
CENTRAL,NEW FARM,D1535,POWERHOUSE PARK,12399,BALANCE OF PARK,123507,TAP COMBINATION,Bubbler & 2 taps,-27.46777931,153.0541997,505355,6961751
CENTRAL,NEW FARM,D1948,MERTHYR ROAD PARK,12369,BALANCE OF PARK,123464,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46533337,153.0525285,505190,6962022
CENTRAL,NEW FARM,D1974,MERTHYR ROAD PARK (NO.2),12341,BALANCE OF PARK,118374,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.47087138,153.0410431,504055,6961409
CENTRAL,NEWMARKET,D0487,MCCOOK PARK,15267,MCCOOK PK SPORTING FACILITY,18138,TAP COMBINATION,Bubbler & Tap,-27.43722035,153.0135082,501335,6965137
CENTRAL,NEWMARKET,D0493,WILSTON RECREATION RESERVE,15222,BRIS CITY JR SOCCER CLUB FACILITY,23299,TAP COMBINATION,Bubbler & Tap,-27.44077744,153.013023,501287,6964743
CENTRAL,NEWMARKET,D0493,WILSTON RECREATION RESERVE,15223,WILSTON REC RES PLAYGROUND,90511,TAP COMBINATION,Bubbler & 2 taps,-27.44080462,153.0119807,501184,6964740
CENTRAL,NEWSTEAD,D0078,TENERIFFE PARK,12594,TENERIFFE PK PICNIC AREA,47700,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.45830273,153.0463922,504584,6962801
CENTRAL,NEWSTEAD,D0078,TENERIFFE PARK,24708,TENERIFFE PK BUSHLAND GP RESTORATION SITE,34569,TAP COMBINATION,Bubbler & Tap,-27.45712909,153.0464119,504586,6962931
CENTRAL,NEWSTEAD,D1946,CATALINA PARK,29861,MACQUARIE ST TERRACES,111786,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.45907768,153.0505824,504998,6962715
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,12631,WICKHAM PK ESCARPMENT,146012,TAP COMBINATION,Bubbler & 2 taps,-27.4648993,153.0211226,502087,6962071
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,12631,WICKHAM PK ESCARPMENT,146019,TAP COMBINATION,Bubbler & 2 taps,-27.46515202,153.0214972,502124,6962043
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,12631,WICKHAM PK ESCARPMENT,146025,TAP COMBINATION,Bubbler & 2 taps,-27.46535058,153.0219122,502165,6962021
CENTRAL,SPRING HILL,D0081,TERRACE STREET PARK,12576,SEDGEBROOK ST PLAYGROUND,44385,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.46387886,153.0228835,502261,6962184
CENTRAL,VALLEY,D0076,CENTENARY PLACE PARK,12601,BALANCE OF PARK,19345,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.4608527,153.0319308,503155,6962519
CENTRAL,VALLEY,D0871,KEMP PLACE PARK (ROAD RESERVE),12411,BALANCE OF PARK,4457,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.45954301,153.0345415,503413,6962664
CENTRAL,WILSTON,D0486,LANGLEY AVENUE PARK,15277,BALANCE OF PARK,45962,TAP COMBINATION,Bubbler & 2 taps,-27.44058753,153.01618,501599,6964764
CENTRAL,WILSTON,D0486,LANGLEY AVENUE PARK,31821,LANGLEY AVE SHARED PATHWAY,45963,TAP COMBINATION,Bubbler & 2 taps,-27.44119197,153.0195396,501931,6964697
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177059,TAP COMBINATION,Bubbler & Tap,-27.44055056,153.0223221,502206,6964768
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177058,TAP COMBINATION,Bubbler & Tap,-27.43986441,153.0224738,502221,6964844
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177052,TAP COMBINATION,Bubbler & Tap,-27.43933173,153.0226052,502234,6964903
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177069,TAP COMBINATION,Bubbler & Tap,-27.43970171,153.0236576,502338,6964862
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,176993,TAP COMBINATION,Bubbler & Tap,-27.43985491,153.0252059,502491,6964845
CENTRAL,WILSTON,D0492,DOWNEY PARK,15236,BALANCE OF PARK,23261,TAP COMBINATION,Bubbler & Tap,-27.44087514,153.0249025,502461,6964732
CENTRAL,WILSTON,D0492,DOWNEY PARK,15242,DOWNEY PK SHARED PATHWAY,177128,TAP COMBINATION,Bubbler & Tap,-27.44189567,153.0227272,502246,6964619
CENTRAL,WILSTON,D0492,DOWNEY PARK,26904,GREEN TCE PICNIC AREA,71018,BUBBLER/DRINKING FOUNTAIN,Bubbler with dog bowl,-27.44087514,153.0249025,502461,6964732
CENTRAL,WILSTON,D0492,DOWNEY PARK,26904,GREEN TCE PICNIC AREA,177133,TAP COMBINATION,Bubbler & Tap,-27.44151608,153.0251658,502487,6964661
CENTRAL,WINDSOR,D0497,HINKLER PARK,14976,HINKLER PK PICNIC AREA,188676,TAP COMBINATION,Bubbler & 2 taps,-27.43189243,153.0238482,502357,6965727
CENTRAL,WINDSOR,D0506,WINDSOR MEMORIAL PARK,15143,BALANCE OF PARK,9676,TAP COMBINATION,Bubbler & Tap,-27.43076223,153.032256,503188,6965852
CENTRAL,WINDSOR,D1137,NORTHEY STREET PARK,15104,DOWNEY ST DOG OFF LEASH AREA,178861,BUBBLER/DRINKING FOUNTAIN,Bubbler & Dog bowl,-27.44358338,153.0257936,502549,6964432
CENTRAL,WINDSOR,D1137,NORTHEY STREET PARK,15104,DOWNEY ST DOG OFF LEASH AREA,168056,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.44345682,153.0267043,502639,6964446
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14550,JACKSON ST DOG OFF LEASH AREA,29905,TAP COMBINATION,Bubbler & Tap,-27.48936127,153.0635034,506273,6959360
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14552,JACKSON ST PLAYGROUND,25443,TAP COMBINATION,Bubbler & Tap,-27.48890999,153.0632501,506248,6959410
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14554,WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY,39494,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.48901041,153.0607497,506001,6959399
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14554,WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY,102546,TAP COMBINATION,Bubbler & Tap,-27.48942567,153.0608005,506006,6959353
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14554,WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY,39495,TAP COMBINATION,Bubbler & Tap,-27.48916362,153.0613369,506059,6959382
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14555,BALANCE OF PARK,16817,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,-27.48818022,153.0598685,505914,6959491
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,24653,WEMBLEY PK SHARED PATHWAY NETWORK,43743,TAP COMBINATION,Bubbler & Tap,-27.4891739,153.0584315,505772,6959381
THE GABBA,COORPAROO,D0117,LANGLANDS PARK,23287,LANGLANDS PK (NORMAN CK) SPORTING FACILITY,102090,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.49547019,153.0485439,504795,6958684
THE GABBA,COORPAROO,D0117,LANGLANDS PARK,23287,LANGLANDS PK (NORMAN CK) SPORTING FACILITY,39501,BUBBLER/DRINKING FOUNTAIN,Bubbler,-27.49548824,153.0485439,504795,6958682
THE GABBA,COORPAROO,D0363,THE COMMON PARK,14449,THE COMMON PICNIC AREA,97335,TAP COMBINATION,Bubbler & 2 taps,-27.48890581,153.0514868,505086,6959411
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14175,GLADSTONE RD DOG OFF LEASH AREA,30770,TAP COMBINATION,"Bubbler, tap & dog bowl",-27.49684848,153.0259579,502564,6958532
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14178,BALANCE OF PARK,180785,BUBBLER/DRINKING FOUNTAIN,NULL,-27.49602714,153.0248845,502458,6958623
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14178,BALANCE OF PARK,7417,BUBBLER/DRINKING FOUNTAIN,Bubbler - Disabled Access,-27.49688469,153.0254416,502513,6958528
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14178,BALANCE OF PARK,29949,TAP COMBINATION,Bubbler & Tap,-27.49598201,153.0248339,502453,6958628
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14183,GLADSTONE RD HALF COURT & VANTAGE POINT,36932,TAP COMBINATION,Bubbler & Tap,-27.49646035,153.0255731,502526,6958575
THE GABBA,DUTTON PARK,D0356,GAIR PARK,14169,GAIR PK MEETING SPACE,85917,TAP COMBINATION,Bubbler & 2 taps,-27.49646903,153.0274258,502709,6958574
THE GABBA,EAST BRISBANE,D0360,WOOLLOONGABBA ROTARY PARK,14462,WOOLLOONGABBA ROTARY PK DOG OFF LEASH AREA,30142,TAP COMBINATION,Bubbler & Tap,-27.49046155,153.0428219,504230,6959239
THE GABBA,EAST BRISBANE,D0360,WOOLLOONGABBA ROTARY PARK,17478,WOOLLOONGABBA ROTARY PK PICNIC AREA,179680,BUBBLER/DRINKING FOUNTAIN,NULL,-27.48992005,153.0422447,504173,6959299
THE GABBA,EAST BRISBANE,D0365,WILLIAMINA PARK,14430,WILLIAMINA PK PLAYGROUND,14075,TAP COMBINATION,Bubbler & tap,-27.48345501,153.0454815,504493,6960015
THE GABBA,EAST BRISBANE,D0366,MOWBRAY PARK,14137,MOWBRAY PK BIKEWAY & RIVERWALK,14135,BUBBLER/DRINKING FOUNTAIN,Fountain - Disabled Access,-27.47767793,153.0428777,504236,6960655
THE GABBA,EAST BRISBANE,D0366,MOWBRAY PARK,14137,MOWBRAY PK BIKEWAY & RIVERWALK,39595,TAP COMBINATION,Bubbler & 2 taps,-27.47829133,153.0444773,504394,6960587
THE GABBA,EAST BRISBANE,D0366,MOWBRAY PARK,14423,BALANCE OF PARK,169697,TAP COMBINATION,Bubbler & 2 taps,-27.47889618,153.0445484,504401,6960520
THE GABBA,EAST BRISBANE,D0367,REAL PARK,14412,REAL PK PLAYGROUND,30224,TAP COMBINATION,Bubbler & Tap,-27.48126012,153.0486895,504810,6960258
THE GABBA,EAST BRISBANE,D0367,REAL PARK,14414,REAL PK DOG OFF LEASH AREA,30731,TAP COMBINATION,Bubbler 2 taps & dog bowl,-27.48036624,153.0490231,504843,6960357
THE GABBA,EAST BRISBANE,D1519,TURBO DRIVE PARK,31087,NORMAN CREEK FREECS REHABILITATION SITE,188581,TAP COMBINATION,Bubbler & Tap,-27.49161596,153.0464567,504589,6959111
THE GABBA,EAST BRISBANE,D1519,TURBO DRIVE PARK,31087,NORMAN CREEK FREECS REHABILITATION SITE,188589,TAP COMBINATION,Bubbler & Tap,-27.49181439,153.0470136,504644,6959089
THE GABBA,EAST BRISBANE,D1519,TURBO DRIVE PARK,31087,NORMAN CREEK FREECS REHABILITATION SITE,188585,TAP COMBINATION,Bubbler & Tap,-27.49162454,153.047793,504721,6959110
